Stn Id,Stn Name,CIMIS Region,Date,Hour ,DOY,ETo ,qc,Precip,qc,Sol Rad ,qc,Net Rad ,qc,Vap Pres ,qc,Air Temp ,qc,Rel Hum ,qc,Dew Point,qc,Wind Speed,qc,Res Wind Speed (m/s),qc,Wind Dir ,qc,Wind Dir Std Dev,qc,Soil Temp ,qc,PM ETo ,qc,PM ETr ,qc,Exp 1,Exp 2
,,,,(PST),,(mm),, (mm),,(W/sq.m),,(W/sq.m),,(kPa),,(C),,(%),, (C),, (m/s),,,,(0-360),,,,(C),,(mm),,(mm),,,
170,Concord,San Francisco Bay,7/14/2021,400,195,0, ,0, ,0, ,-24, ,1.3, ,13.3, ,86, ,11.1, ,1.6, ,1.4, ,224, ,25, ,21.5, ,0, ,,N,86.3,13
170,Concord,San Francisco Bay,7/14/2021,500,195,0, ,0, ,1, ,-24, ,1.3, ,13.6, ,85, ,11.2, ,1.6, ,1.4, ,240, ,28, ,21.4, ,0, ,,N,85.4,12.9
170,Concord,San Francisco Bay,7/14/2021,600,195,0.02, ,0, ,27, ,-5, ,1.3, ,13.7, ,84, ,11.1, ,1.9, ,1.7, ,241, ,27, ,21.2, ,0.01, ,,N,84.4,13.1
170,Concord,San Francisco Bay,7/14/2021,700,195,0.09, ,0, ,141, ,83, ,1.3, ,14.4, ,82, ,11.4, ,2.4, ,2.1, ,247, ,28, ,21, ,0.08, ,,N,82.1,13.8
170,Concord,San Francisco Bay,7/14/2021,800,195,0.26, ,0, ,426, ,246, ,1.4, ,16, ,75, ,11.6, ,2.2, ,2, ,248, ,29, ,20.9, ,0.22, ,,N,75.5,13.9
170,Concord,San Francisco Bay,7/14/2021,900,195,0.39, ,0, ,618, ,369, ,1.4, ,17.6, ,70, ,12.1, ,2.5, ,2.1, ,304, ,33, ,20.7, ,0.35, ,,N,70.2,13.8
170,Concord,San Francisco Bay,7/14/2021,1000,195,0.5, ,0, ,786, ,466, ,1.4, ,18.7, ,67, ,12.4, ,2.9, ,2.6, ,313, ,25, ,20.6, ,0.45, ,,N,66.7,13.8
170,Concord,San Francisco Bay,7/14/2021,1100,195,0.62, ,0, ,913, ,560, ,1.5, ,20.1, ,63, ,12.8, ,3, ,2.6, ,308, ,28, ,20.5, ,0.55, ,,N,63,13.7
170,Concord,San Francisco Bay,7/14/2021,1200,195,0.7, ,0, ,991, ,617, ,1.5, ,21.4, ,60, ,13.2, ,3.2, ,2.9, ,322, ,26, ,20.4, ,0.62, ,,N,59.5,13.7
170,Concord,San Francisco Bay,7/14/2021,1300,195,0.77, ,0, ,1016, ,633, ,1.5, ,23.5, ,51, ,12.6, ,3.7, ,3.5, ,308, ,22, ,20.5, ,0.69, ,,N,50.5,13.6
170,Concord,San Francisco Bay,7/14/2021,1400,195,0.75, ,0, ,976, ,604, ,1.5, ,24.2, ,48, ,12.5, ,3.6, ,3.2, ,309, ,27, ,20.6, ,0.68, ,,N,48.3,13.5
170,Concord,San Francisco Bay,7/14/2021,1500,195,0.68, ,0, ,880, ,533, ,1.5, ,24.7, ,48, ,12.9, ,3.4, ,3.1, ,314, ,27, ,20.7, ,0.63, ,,N,47.8,13.5
170,Concord,San Francisco Bay,7/14/2021,1600,195,0.56, ,0, ,732, ,424, ,1.5, ,24.7, ,47, ,12.6, ,3.3, ,2.9, ,304, ,28, ,20.9, ,0.54, ,,N,47,13.5
170,Concord,San Francisco Bay,7/14/2021,1700,195,0.4, ,0, ,547, ,291, ,1.4, ,23.9, ,48, ,12.1, ,3.2, ,2.9, ,310, ,27, ,21.2, ,0.42, ,,N,47.6,13.5
170,Concord,San Francisco Bay,7/14/2021,1800,195,0.27, ,0, ,337, ,185, ,1.3, ,22.1, ,50, ,11.3, ,3, ,2.6, ,295, ,29, ,21.5, ,0.27, ,,N,50.4,13.5
170,Concord,San Francisco Bay,7/14/2021,1900,195,0.14, ,0, ,128, ,73, ,1.3, ,20.7, ,52, ,10.6, ,2.5, ,2.3, ,255, ,25, ,21.7, ,0.13, ,,N,52.4,13.6
170,Concord,San Francisco Bay,7/14/2021,2000,195,0.02, ,0, ,8, ,-30, ,1.3, ,17.6, ,65, ,10.8, ,2, ,1.8, ,248, ,28, ,21.9, ,0.03, ,,N,64.6,13.3
170,Concord,San Francisco Bay,7/14/2021,2100,195,0.01, ,0, ,0, ,-36, ,1.3, ,16.8, ,68, ,10.9, ,1.7, ,1.3, ,244, ,43, ,22, ,0.02, ,,N,68.1,13.1
170,Concord,San Francisco Bay,7/14/2021,2200,195,0, ,0, ,0, ,-35, ,1.3, ,15.9, ,73, ,11.1, ,2, ,1.7, ,244, ,29, ,22.1, ,0.01, ,,N,73.3,13.1
170,Concord,San Francisco Bay,7/14/2021,2300,195,0, ,0, ,0, ,-35, ,1.3, ,15, ,77, ,11, ,2, ,1.7, ,253, ,30, ,22, ,0.01, ,,N,77.2,13.1
170,Concord,San Francisco Bay,7/14/2021,2400,195,0, ,0, ,0, ,-34, ,1.3, ,14.4, ,80, ,11.1, ,1.9, ,1.7, ,233, ,26, ,21.9, ,0.01, ,,N,80.4,13
170,Concord,San Francisco Bay,7/15/2021,100,196,0, ,0, ,0, ,-21, ,1.3, ,13.9, ,83, ,11.1, ,1.9, ,1.7, ,236, ,29, ,21.8, ,0, ,,N,82.9,13
170,Concord,San Francisco Bay,7/15/2021,200,196,0, ,0, ,0, ,-21, ,1.3, ,13.6, ,84, ,11, ,2, ,1.8, ,238, ,25, ,21.7, ,0, ,,N,84.4,13
170,Concord,San Francisco Bay,7/15/2021,300,196,0, ,0, ,0, ,-21, ,1.3, ,13.2, ,84, ,10.6, ,2.4, ,2.1, ,231, ,28, ,21.6, ,0.01, ,,N,84.4,13
170,Concord,San Francisco Bay,7/15/2021,400,196,0, ,0, ,0, ,-21, ,1.3, ,13, ,85, ,10.6, ,2.3, ,2, ,226, ,28, ,21.4, ,0, ,,N,85.4,13
170,Concord,San Francisco Bay,7/15/2021,500,196,0, ,0, ,1, ,-21, ,1.3, ,12.7, ,87, ,10.6, ,2.3, ,2.1, ,234, ,24, ,21.2, ,0, ,,N,86.9,12.9
170,Concord,San Francisco Bay,7/15/2021,600,196,0.02, ,0, ,25, ,-2, ,1.3, ,12.9, ,88, ,10.9, ,2.7, ,2.4, ,223, ,28, ,21.1, ,0.01, ,,N,87.6,13
170,Concord,San Francisco Bay,7/15/2021,700,196,0.08, ,0, ,113, ,73, ,1.3, ,13.4, ,86, ,11.1, ,3, ,2.6, ,220, ,28, ,20.9, ,0.07, ,,N,85.7,13.8
170,Concord,San Francisco Bay,7/15/2021,800,196,0.25, ,0, ,419, ,243, ,1.3, ,14.9, ,80, ,11.4, ,3, ,2.8, ,231, ,23, ,20.7, ,0.21, ,,N,79.5,13.9
170,Concord,San Francisco Bay,7/15/2021,900,196,0.39, ,0, ,614, ,368, ,1.4, ,16.6, ,72, ,11.5, ,3.2, ,2.8, ,227, ,29, ,20.6, ,0.33, ,,N,72,13.8
170,Concord,San Francisco Bay,7/15/2021,1000,196,0.5, ,0, ,782, ,463, ,1.4, ,18.4, ,65, ,11.6, ,3.1, ,2.6, ,229, ,33, ,20.4, ,0.45, ,,N,64.8,13.8
170,Concord,San Francisco Bay,7/15/2021,1100,196,0.62, ,0, ,910, ,556, ,1.4, ,20.2, ,58, ,11.7, ,2.9, ,2.4, ,215, ,34, ,20.3, ,0.56, ,,N,58.1,13.7
170,Concord,San Francisco Bay,7/15/2021,1200,196,0.72, ,0, ,993, ,614, ,1.3, ,22.5, ,48, ,11.1, ,2.7, ,2.5, ,251, ,24, ,20.3, ,0.66, ,,N,48.5,13.6
170,Concord,San Francisco Bay,7/15/2021,1300,196,0.77, ,0, ,1019, ,632, ,1.3, ,24.2, ,44, ,11.1, ,2.7, ,2.2, ,263, ,36, ,20.3, ,0.71, ,,N,43.8,13.6
170,Concord,San Francisco Bay,7/15/2021,1400,196,0.75, ,0, ,983, ,606, ,1.3, ,25.4, ,41, ,11.3, ,2.6, ,2, ,273, ,37, ,20.3, ,0.71, ,,N,41.3,13.5
170,Concord,San Francisco Bay,7/15/2021,1500,196,0.69, ,0, ,890, ,537, ,1.4, ,26.5, ,39, ,11.5, ,2.5, ,2.1, ,287, ,32, ,20.5, ,0.67, ,,N,39.1,13.4
170,Concord,San Francisco Bay,7/15/2021,1600,196,0.58, ,0, ,751, ,433, ,1.3, ,27.3, ,36, ,10.9, ,2.4, ,1.8, ,238, ,38, ,20.8, ,0.58, ,,N,35.9,13.4
170,Concord,San Francisco Bay,7/15/2021,1700,196,0.42, ,0, ,566, ,300, ,1.3, ,25.1, ,39, ,10.3, ,2.8, ,2.6, ,214, ,25, ,21.1, ,0.44, ,,N,39.2,13.4
170,Concord,San Francisco Bay,7/15/2021,1800,196,0.28, ,0, ,351, ,185, ,1.2, ,23.2, ,43, ,9.9, ,2.6, ,2.4, ,229, ,25, ,21.4, ,0.28, ,,N,43.1,13.5
170,Concord,San Francisco Bay,7/15/2021,1900,196,0.14, ,0, ,137, ,75, ,1.2, ,19.9, ,52, ,9.9, ,2.7, ,2.4, ,233, ,27, ,21.6, ,0.14, ,,N,52.7,13.5
170,Concord,San Francisco Bay,7/15/2021,2000,196,0.01, ,0, ,7, ,-34, ,1.2, ,15.5, ,71, ,10.2, ,2.6, ,2.2, ,225, ,30, ,21.9, ,0.02, ,,N,71,13.3
170,Concord,San Francisco Bay,7/15/2021,2100,196,0, ,0, ,0, ,-38, ,1.3, ,13.4, ,83, ,10.5, ,2.6, ,2, ,202, ,39, ,22, ,0.01, ,,N,82.9,13.1
170,Concord,San Francisco Bay,7/15/2021,2200,196,0, ,0, ,0, ,-37, ,1.3, ,12.8, ,87, ,10.7, ,2.8, ,2.4, ,212, ,33, ,22.1, ,0.01, ,,N,87.1,13.1
170,Concord,San Francisco Bay,7/15/2021,2300,196,0, ,0, ,0, ,-37, ,1.3, ,12.8, ,88, ,10.8, ,3, ,2.5, ,207, ,32, ,22, ,0.01, ,,N,87.5,13
170,Concord,San Francisco Bay,7/15/2021,2400,196,0, ,0, ,0, ,-37, ,1.3, ,12.7, ,89, ,10.9, ,3, ,2.5, ,213, ,33, ,21.9, ,0, ,,N,88.5,13
170,Concord,San Francisco Bay,7/16/2021,100,197,0, ,0, ,0, ,-20, ,1.3, ,12.7, ,89, ,10.9, ,2.1, ,1.7, ,214, ,36, ,21.8, ,0, ,,N,88.9,13
170,Concord,San Francisco Bay,7/16/2021,200,197,0, ,0, ,0, ,-20, ,1.3, ,12.7, ,89, ,10.9, ,2.2, ,2, ,209, ,24, ,21.7, ,0, ,,N,88.5,13
170,Concord,San Francisco Bay,7/16/2021,300,197,0, ,0, ,0, ,-20, ,1.3, ,12.8, ,88, ,10.9, ,2.1, ,1.7, ,230, ,37, ,21.5, ,0, ,,N,88.3,13
170,Concord,San Francisco Bay,7/16/2021,400,197,0, ,0, ,0, ,-20, ,1.3, ,13, ,88, ,11.1, ,1.8, ,1.5, ,221, ,33, ,21.3, ,0, ,,N,87.8,12.9
170,Concord,San Francisco Bay,7/16/2021,500,197,0, ,0, ,0, ,-19, ,1.3, ,13.5, ,87, ,11.4, ,2, ,1.7, ,217, ,33, ,21.2, ,0, ,,N,87.1,12.9
170,Concord,San Francisco Bay,7/16/2021,600,197,0.01, ,0, ,20, ,-5, ,1.4, ,13.8, ,86, ,11.5, ,2, ,1.8, ,225, ,25, ,21, ,0.01, ,,N,86.2,13
170,Concord,San Francisco Bay,7/16/2021,700,197,0.07, ,0, ,97, ,63, ,1.4, ,13.9, ,85, ,11.4, ,2.1, ,1.8, ,209, ,32, ,20.8, ,0.07, ,,N,85,13.6
170,Concord,San Francisco Bay,7/16/2021,800,197,0.25, ,0, ,438, ,250, ,1.4, ,15.5, ,78, ,11.7, ,2, ,1.6, ,219, ,35, ,20.7, ,0.22, ,,N,78.2,13.9
170,Concord,San Francisco Bay,7/16/2021,900,197,0.38, ,0, ,618, ,368, ,1.4, ,17.3, ,71, ,12, ,1.8, ,1.3, ,255, ,42, ,20.5, ,0.34, ,,N,70.9,13.8
170,Concord,San Francisco Bay,7/16/2021,1000,197,0.49, ,0, ,785, ,465, ,1.5, ,18.6, ,68, ,12.5, ,2.3, ,2, ,311, ,29, ,20.4, ,0.45, ,,N,67.7,13.7
170,Concord,San Francisco Bay,7/16/2021,1100,197,0.6, ,0, ,911, ,558, ,1.5, ,19.6, ,65, ,12.8, ,2.7, ,2.2, ,319, ,35, ,20.3, ,0.54, ,,N,64.8,13.7
170,Concord,San Francisco Bay,7/16/2021,1200,197,0.69, ,0, ,988, ,614, ,1.5, ,21.8, ,58, ,13.2, ,2.6, ,2.4, ,310, ,27, ,20.3, ,0.63, ,,N,58.5,13.6
170,Concord,San Francisco Bay,7/16/2021,1300,197,0.75, ,0, ,1011, ,630, ,1.5, ,24.3, ,51, ,13.5, ,2.7, ,2.4, ,319, ,24, ,20.3, ,0.69, ,,N,51,13.5
170,Concord,San Francisco Bay,7/16/2021,1400,197,0.75, ,0, ,973, ,601, ,1.5, ,25.8, ,46, ,13.2, ,2.9, ,2.6, ,318, ,24, ,20.4, ,0.7, ,,N,45.8,13.5
170,Concord,San Francisco Bay,7/16/2021,1500,197,0.7, ,0, ,881, ,531, ,1.4, ,27.5, ,39, ,12.4, ,2.9, ,2.5, ,322, ,29, ,20.6, ,0.68, ,,N,39.4,13.4
170,Concord,San Francisco Bay,7/16/2021,1600,197,0.59, ,0, ,736, ,424, ,1.4, ,28.3, ,38, ,12.5, ,2.9, ,2.6, ,318, ,25, ,20.9, ,0.6, ,,N,37.7,13.4
170,Concord,San Francisco Bay,7/16/2021,1700,197,0.43, ,0, ,549, ,290, ,1.5, ,28.1, ,39, ,12.8, ,2.8, ,2.6, ,309, ,26, ,21.1, ,0.47, ,,N,39.1,13.4
170,Concord,San Francisco Bay,7/16/2021,1800,197,0.3, ,0, ,339, ,183, ,1.4, ,27.5, ,39, ,12.4, ,2.5, ,2.2, ,283, ,31, ,21.4, ,0.31, ,,N,39.1,13.4
170,Concord,San Francisco Bay,7/16/2021,1900,197,0.16, ,0, ,132, ,73, ,1.4, ,26.4, ,41, ,12.1, ,2.1, ,1.8, ,240, ,31, ,21.7, ,0.16, ,,N,41.2,13.4
170,Concord,San Francisco Bay,7/16/2021,2000,197,0.05, ,0, ,7, ,-34, ,1.4, ,23.3, ,48, ,11.8, ,1.9, ,1.7, ,197, ,27, ,21.9, ,0.05, ,,N,48.5,13.2
170,Concord,San Francisco Bay,7/16/2021,2100,197,0.03, ,0, ,0, ,-39, ,1.3, ,20.8, ,54, ,11.2, ,1.8, ,1.6, ,229, ,28, ,22.1, ,0.04, ,,N,54.3,13.1
170,Concord,San Francisco Bay,7/16/2021,2200,197,0.02, ,0, ,0, ,-39, ,1.3, ,19.2, ,58, ,10.7, ,1.6, ,1.3, ,242, ,36, ,22.2, ,0.03, ,,N,57.7,13.1
170,Concord,San Francisco Bay,7/16/2021,2300,197,0.01, ,0, ,0, ,-38, ,1.3, ,18.6, ,61, ,10.9, ,1.4, ,1, ,263, ,43, ,22.2, ,0.02, ,,N,61.1,13.1
170,Concord,San Francisco Bay,7/16/2021,2400,197,0, ,0, ,0, ,-37, ,1.4, ,17.4, ,69, ,11.8, ,1.2, ,0.8, ,316, ,45, ,22.1, ,0.01, ,,N,69.6,13
170,Concord,San Francisco Bay,7/17/2021,100,198,0, ,0, ,0, ,-28, ,1.4, ,15.5, ,80, ,12.1, ,1.3, ,1.1, ,302, ,29, ,22.1, ,0, ,,N,80.4,13
170,Concord,San Francisco Bay,7/17/2021,200,198,0, ,0, ,0, ,-28, ,1.4, ,14.7, ,85, ,12.2, ,0.8, ,0.7, ,294, ,25, ,21.9, ,0, ,,N,84.8,13
170,Concord,San Francisco Bay,7/17/2021,300,198,0, ,0, ,0, ,-28, ,1.4, ,14.5, ,87, ,12.3, ,1.3, ,1.1, ,284, ,25, ,21.8, ,0, ,,N,86.6,12.9
170,Concord,San Francisco Bay,7/17/2021,400,198,0, ,0, ,0, ,-28, ,1.4, ,14.3, ,88, ,12.2, ,1.4, ,1.2, ,303, ,28, ,21.7, ,0, ,,N,87.6,12.9
170,Concord,San Francisco Bay,7/17/2021,500,198,0, ,0, ,1, ,-27, ,1.4, ,13.8, ,89, ,12, ,1.2, ,1.1, ,322, ,26, ,21.5, ,0, ,,N,89.2,12.9
170,Concord,San Francisco Bay,7/17/2021,600,198,0, ,0, ,17, ,-15, ,1.4, ,13.9, ,90, ,12.2, ,1.2, ,1, ,303, ,27, ,21.3, ,0, ,,N,89.7,13
170,Concord,San Francisco Bay,7/17/2021,700,198,0.1, ,0, ,165, ,96, ,1.5, ,15.1, ,86, ,12.7, ,1.8, ,1.6, ,288, ,25, ,21.2, ,0.09, ,,N,85.8,13.6
170,Concord,San Francisco Bay,7/17/2021,800,198,0.25, ,0, ,415, ,241, ,1.5, ,16.7, ,79, ,13.1, ,2, ,1.8, ,305, ,27, ,21, ,0.22, ,,N,79.1,13.9
170,Concord,San Francisco Bay,7/17/2021,900,198,0.39, ,0, ,613, ,366, ,1.5, ,18.7, ,71, ,13.3, ,2.3, ,2, ,316, ,26, ,20.8, ,0.35, ,,N,71.1,13.8
170,Concord,San Francisco Bay,7/17/2021,1000,198,0.52, ,0, ,781, ,463, ,1.6, ,21, ,63, ,13.7, ,2.3, ,2, ,315, ,30, ,20.7, ,0.49, ,,N,63.1,13.7
170,Concord,San Francisco Bay,7/17/2021,1100,198,0.65, ,0, ,908, ,555, ,1.6, ,23.2, ,56, ,13.9, ,2.5, ,2.2, ,322, ,27, ,20.6, ,0.61, ,,N,55.9,13.6
170,Concord,San Francisco Bay,7/17/2021,1200,198,0.75, ,0, ,984, ,609, ,1.6, ,25.6, ,49, ,14, ,2.6, ,2.3, ,325, ,30, ,20.6, ,0.7, ,,N,48.8,13.5
170,Concord,San Francisco Bay,7/17/2021,1300,198,0.79, ,0, ,1005, ,623, ,1.6, ,27.9, ,42, ,13.8, ,2.5, ,2.2, ,317, ,29, ,20.6, ,0.76, ,,N,42.1,13.4
170,Concord,San Francisco Bay,7/17/2021,1400,198,0.79, ,0, ,968, ,595, ,1.6, ,29.6, ,38, ,13.9, ,2.6, ,2.2, ,316, ,31, ,20.7, ,0.77, ,,N,38.4,13.3
170,Concord,San Francisco Bay,7/17/2021,1500,198,0.73, ,0, ,879, ,528, ,1.5, ,31.4, ,33, ,13.3, ,2.6, ,2.3, ,311, ,28, ,20.9, ,0.74, ,,N,33.2,13.3
170,Concord,San Francisco Bay,7/17/2021,1600,198,0.62, ,0, ,734, ,419, ,1.5, ,31.6, ,32, ,12.7, ,2.8, ,2.5, ,306, ,27, ,21.1, ,0.64, ,,N,31.6,13.3
170,Concord,San Francisco Bay,7/17/2021,1700,198,0.46, ,0, ,548, ,284, ,1.4, ,31.2, ,30, ,11.7, ,2.8, ,2.5, ,296, ,26, ,21.4, ,0.51, ,,N,30.3,13.2
170,Concord,San Francisco Bay,7/17/2021,1800,198,0.32, ,0, ,338, ,181, ,1.4, ,29.9, ,32, ,11.6, ,2.5, ,2.3, ,299, ,24, ,21.7, ,0.34, ,,N,32.3,13.3
170,Concord,San Francisco Bay,7/17/2021,1900,198,0.11, ,0, ,132, ,28, ,1.4, ,28.4, ,36, ,11.9, ,1.9, ,1.8, ,309, ,23, ,22, ,0.17, ,,N,36,13.3
170,Concord,San Francisco Bay,7/17/2021,2000,198,0.02, ,0, ,6, ,-52, ,1.4, ,25.3, ,44, ,12.3, ,1.1, ,0.7, ,271, ,52, ,22.3, ,0.03, ,,N,44.5,13.2
170,Concord,San Francisco Bay,7/17/2021,2100,198,0.02, ,0, ,0, ,-58, ,1.3, ,23.7, ,44, ,10.8, ,1.2, ,0.7, ,166, ,53, ,22.4, ,0.03, ,,N,44.3,13.1
170,Concord,San Francisco Bay,7/17/2021,2200,198,0.01, ,0, ,0, ,-57, ,1.3, ,22.2, ,48, ,10.7, ,0.9, ,0, ,313, ,79, ,22.5, ,0.02, ,,N,48.3,13.1
170,Concord,San Francisco Bay,7/17/2021,2300,198,0, ,0, ,0, ,-53, ,1.5, ,19.5, ,65, ,12.6, ,1, ,0.6, ,326, ,47, ,22.5, ,0.01, ,,N,64.9,13
170,Concord,San Francisco Bay,7/17/2021,2400,198,0, ,0, ,0, ,-52, ,1.5, ,17, ,76, ,12.7, ,1.1, ,0.9, ,325, ,30, ,22.5, ,0, ,,N,75.9,13
170,Concord,San Francisco Bay,7/18/2021,100,199,0, ,0, ,0, ,-27, ,1.5, ,15.8, ,82, ,12.8, ,0.9, ,0.7, ,304, ,34, ,22.4, ,0, ,,N,82.2,13
170,Concord,San Francisco Bay,7/18/2021,200,199,0, ,0, ,0, ,-27, ,1.5, ,15.4, ,87, ,13.2, ,1.3, ,1.2, ,291, ,26, ,22.3, ,0, ,,N,86.9,12.9
170,Concord,San Francisco Bay,7/18/2021,300,199,0, ,0, ,0, ,-27, ,1.5, ,14.9, ,89, ,13, ,1.4, ,1.3, ,290, ,24, ,22.1, ,0, ,,N,88.5,12.9
170,Concord,San Francisco Bay,7/18/2021,400,199,0, ,0, ,0, ,-27, ,1.5, ,14.6, ,90, ,12.9, ,1.5, ,1.4, ,286, ,21, ,22, ,0, ,,N,89.6,12.9
170,Concord,San Francisco Bay,7/18/2021,500,199,0, ,0, ,1, ,-26, ,1.5, ,14.3, ,90, ,12.7, ,1.4, ,1.3, ,286, ,23, ,21.8, ,0, ,,N,90.2,12.9
170,Concord,San Francisco Bay,7/18/2021,600,199,0, ,0, ,18, ,-13, ,1.5, ,14.4, ,91, ,12.9, ,1.6, ,1.5, ,273, ,19, ,21.6, ,0, ,,N,90.6,13
170,Concord,San Francisco Bay,7/18/2021,700,199,0.09, ,0, ,157, ,91, ,1.5, ,15.3, ,87, ,13.2, ,1.8, ,1.6, ,285, ,23, ,21.5, ,0.08, ,,N,87.4,13.6
170,Concord,San Francisco Bay,7/18/2021,800,199,0.24, ,0, ,397, ,231, ,1.5, ,16.8, ,79, ,13.2, ,2.2, ,2, ,301, ,25, ,21.3, ,0.21, ,,N,79.2,13.9
170,Concord,San Francisco Bay,7/18/2021,900,199,0.39, ,0, ,594, ,358, ,1.6, ,19.6, ,68, ,13.6, ,2, ,1.9, ,308, ,23, ,21.1, ,0.36, ,,N,68.2,13.8
170,Concord,San Francisco Bay,7/18/2021,1000,199,0.53, ,0, ,762, ,467, ,1.6, ,22.1, ,60, ,13.8, ,2.1, ,1.8, ,309, ,27, ,21, ,0.49, ,,N,59.6,13.6
170,Concord,San Francisco Bay,7/18/2021,1100,199,0.65, ,0, ,890, ,540, ,1.6, ,25.1, ,52, ,14.4, ,2.1, ,1.8, ,307, ,32, ,20.9, ,0.62, ,,N,51.6,13.5
170,Concord,San Francisco Bay,7/18/2021,1200,199,0.73, ,0, ,929, ,583, ,1.6, ,27.5, ,44, ,14.1, ,2.2, ,2, ,325, ,25, ,20.8, ,0.69, ,,N,43.9,13.4
170,Concord,San Francisco Bay,7/18/2021,1300,199,0.81, ,0, ,982, ,600, ,1.4, ,29.8, ,34, ,12.1, ,2.7, ,2.3, ,321, ,28, ,20.9, ,0.79, ,,N,33.6,13.4
170,Concord,San Francisco Bay,7/18/2021,1400,199,0.8, ,0, ,956, ,581, ,1.4, ,31.2, ,31, ,11.9, ,2.6, ,2.2, ,324, ,31, ,21, ,0.79, ,,N,30.8,13.3
170,Concord,San Francisco Bay,7/18/2021,1500,199,0.74, ,0, ,813, ,497, ,1.3, ,33, ,26, ,10.9, ,2.8, ,2.5, ,311, ,30, ,21.2, ,0.73, ,,N,26,13.2
170,Concord,San Francisco Bay,7/18/2021,1600,199,0.71, ,0, ,815,Y,470, ,1, ,34.1, ,19, ,7.5, ,2.6, ,1.5, ,277, ,52, ,21.4, ,0.74, ,,N,19.6,13.2
170,Concord,San Francisco Bay,7/18/2021,1700,199,0.48, ,0, ,537, ,288, ,1, ,33.6, ,19, ,7.2, ,2.5, ,1.9, ,278, ,39, ,21.7, ,0.52, ,,N,19.7,13.2
170,Concord,San Francisco Bay,7/18/2021,1800,199,0.29, ,0, ,366, ,160, ,1.3, ,29.9, ,30, ,10.4, ,2.2, ,2, ,328, ,23, ,22, ,0.34, ,,N,30,13.2
170,Concord,San Francisco Bay,7/18/2021,1900,199,0.1, ,0, ,141, ,15, ,1.3, ,27.8, ,35, ,10.8, ,2.1, ,1.9, ,311, ,30, ,22.3, ,0.19, ,,N,34.7,13.3
170,Concord,San Francisco Bay,7/18/2021,2000,199,0.02, ,0, ,9, ,-70, ,1.3, ,25.5, ,39, ,10.7, ,1.7, ,1.5, ,317, ,26, ,22.5, ,0.06, ,,N,39.7,13.2
170,Concord,San Francisco Bay,7/18/2021,2100,199,0, ,0, ,0, ,-74, ,1.4, ,22.9, ,49, ,11.5, ,1.1, ,0.8, ,328, ,40, ,22.7, ,0.02, ,,N,48.8,13.1
170,Concord,San Francisco Bay,7/18/2021,2200,199,0, ,0, ,0, ,-71, ,1.5, ,21.5, ,57, ,12.5, ,1.1, ,0.9, ,328, ,36, ,22.8, ,0.02, ,,N,57,13
170,Concord,San Francisco Bay,7/18/2021,2300,199,0, ,0, ,0, ,-70, ,1.5, ,20.2, ,63, ,12.9, ,1.4, ,1.4, ,325, ,18, ,22.8, ,0.02, ,,N,62.6,13
170,Concord,San Francisco Bay,7/18/2021,2400,199,0, ,0, ,0, ,-69, ,1.5, ,18.7, ,68, ,12.6, ,1.4, ,1.3, ,333, ,23, ,22.8, ,0.01, ,,N,67.5,13
170,Concord,San Francisco Bay,7/19/2021,100,200,0.01, ,0, ,0, ,-26, ,1.5, ,17.8, ,72, ,12.6, ,1.4, ,1.3, ,316, ,27, ,22.7, ,0.01, ,,N,72,13
170,Concord,San Francisco Bay,7/19/2021,200,200,0.01, ,0, ,0, ,-26, ,1.5, ,16.8, ,78, ,12.9, ,1.9, ,1.7, ,305, ,22, ,22.6, ,0.01, ,,N,77.7,12.9
170,Concord,San Francisco Bay,7/19/2021,300,200,0, ,0, ,0, ,-26, ,1.5, ,16.1, ,80, ,12.6, ,1.2, ,1.1, ,322, ,27, ,22.5, ,0, ,,N,79.6,12.9
170,Concord,San Francisco Bay,7/19/2021,400,200,0, ,0, ,0, ,-26, ,1.5, ,15.6, ,83, ,12.7, ,1.8, ,1.7, ,312, ,22, ,22.4, ,0, ,,N,82.6,12.9
170,Concord,San Francisco Bay,7/19/2021,500,200,0, ,0, ,0, ,-25, ,1.5, ,15.5, ,83, ,12.5, ,1.7, ,1.5, ,309, ,27, ,22.2, ,0, ,,N,82.5,12.9
170,Concord,San Francisco Bay,7/19/2021,600,200,0, ,0, ,15, ,-14, ,1.4, ,15.2, ,83, ,12.4, ,0.8, ,0.6, ,347, ,41, ,22.1, ,0, ,,N,83.2,12.9
170,Concord,San Francisco Bay,7/19/2021,700,200,0.1, ,0, ,145, ,84, ,1.5, ,16.6, ,79, ,13, ,1.7, ,1.6, ,314, ,22, ,21.9, ,0.09, ,,N,79.2,13.5
170,Concord,San Francisco Bay,7/19/2021,800,200,0.24, ,0, ,361, ,210, ,1.5, ,18.4, ,72, ,13.2, ,2.3, ,2, ,316, ,26, ,21.8, ,0.22, ,,N,71.7,13.8
170,Concord,San Francisco Bay,7/19/2021,900,200,0.41, ,0, ,585, ,353, ,1.6, ,20.7, ,64, ,13.6, ,2.5, ,2.2, ,318, ,25, ,21.6, ,0.37, ,,N,63.9,13.7
170,Concord,San Francisco Bay,7/19/2021,1000,200,0.53, ,0, ,751, ,464, ,1.6, ,21.9, ,61, ,14.1, ,2.5, ,2.3, ,326, ,25, ,21.4, ,0.48, ,,N,61.4,13.6
